DiseaseName;Url
Platybasia;http://en.wikipedia.org/wiki/Platybasia
Granulocytosis;http://en.wikipedia.org/wiki/Granulocytosis
Joint effusion;http://en.wikipedia.org/wiki/Joint_effusion
Patella fracture;http://en.wikipedia.org/wiki/Patella_fracture
Proliferating trichilemmal cyst;http://en.wikipedia.org/wiki/Proliferating_trichilemmal_cyst
Macrophagic myofasciitis;http://en.wikipedia.org/wiki/Macrophagic_myofasciitis
Susac's syndrome;http://en.wikipedia.org/wiki/Susac's_syndrome
Hyperthyroxinemia;http://en.wikipedia.org/wiki/Hyperthyroxinemia
Hereditary breast–ovarian cancer syndrome;http://en.wikipedia.org/wiki/Hereditary_breast–ovarian_cancer_syndrome
Lordosis;http://en.wikipedia.org/wiki/Lumbar_hyperlordosis,http://en.wikipedia.org/wiki/Lordosis
Tooth mobility;http://en.wikipedia.org/wiki/Tooth_mobility
Catamenial pneumothorax;http://en.wikipedia.org/wiki/Catamenial_pneumothorax
Cytomegalovirus esophagitis;http://en.wikipedia.org/wiki/Cytomegalovirus_esophagitis
Juvenile primary lateral sclerosis;http://en.wikipedia.org/wiki/Juvenile_primary_lateral_sclerosis
Gastroenteritis;http://en.wikipedia.org/wiki/Viral_gastroenteritis,http://en.wikipedia.org/wiki/Gastroenteritis
Balanitis;http://en.wikipedia.org/wiki/Balanoposthitis,http://en.wikipedia.org/wiki/Balanitis
Trichodysplasia spinulosa;http://en.wikipedia.org/wiki/Trichodysplasia_spinulosa
Nitrogen narcosis;http://en.wikipedia.org/wiki/Nitrogen_narcosis
Diphallia;http://en.wikipedia.org/wiki/Diphallia
Urinary urgency;http://en.wikipedia.org/wiki/Urinary_urgency
Acute generalized exanthematous pustulosis;http://en.wikipedia.org/wiki/Acute_generalized_exanthematous_pustulosis
Nausea;http://en.wikipedia.org/wiki/Nausea
Humerus fracture;http://en.wikipedia.org/wiki/Humerus_fracture
Desquamation;http://en.wikipedia.org/wiki/Desquamation
Dyschromatosis symmetrica hereditaria;http://en.wikipedia.org/wiki/Dyschromatosis_symmetrica_hereditaria
Surgical neck of the humerus;http://en.wikipedia.org/wiki/Surgical_neck_of_the_humerus
Micro syndrome;http://en.wikipedia.org/wiki/Micro_syndrome
Dry eye syndrome;http://en.wikipedia.org/wiki/Keratoconjunctivitis_sicca,http://en.wikipedia.org/wiki/Dry_eye_syndrome
Glassy cell carcinoma of the cervix;http://en.wikipedia.org/wiki/Glassy_cell_carcinoma_of_the_cervix
Bacteriuria;http://en.wikipedia.org/wiki/Bacteriuria
Say–Meyer syndrome;http://en.wikipedia.org/wiki/Say–Meyer_syndrome
Asphyxia;http://en.wikipedia.org/wiki/Asphyxia
5-HT2A receptor;http://en.wikipedia.org/wiki/5-HT2A_receptor
Opitz G/BBB syndrome;http://en.wikipedia.org/wiki/Opitz_G/BBB_Syndrome
Refractory anemia with ring sideroblasts;http://en.wikipedia.org/wiki/Refractory_anemia_with_ring_sideroblasts
Non-cirrhotic portal fibrosis;http://en.wikipedia.org/wiki/Non-cirrhotic_portal_fibrosis
Postorgasmic illness syndrome;http://en.wikipedia.org/wiki/Postorgasmic_illness_syndrome
Indeterminate cell histiocytosis;http://en.wikipedia.org/wiki/Indeterminate_cell_histiocytosis
Steroid acne;http://en.wikipedia.org/wiki/Steroid_acne
Actinic conjunctivitis;http://en.wikipedia.org/wiki/Actinic_conjunctivitis
Superior cistern;http://en.wikipedia.org/wiki/Cistern_of_great_cerebral_vein
Monteggia fracture;http://en.wikipedia.org/wiki/Monteggia_fracture
Sole (foot);http://en.wikipedia.org/wiki/Sole_(foot)
Deep dermatophytosis;http://en.wikipedia.org/wiki/Deep_dermatophytosis
Treponematosis;http://en.wikipedia.org/wiki/Treponematosis
Cytokine release syndrome;http://en.wikipedia.org/wiki/Cytokine_release_syndrome
Lacrimal caruncle;http://en.wikipedia.org/wiki/Lacrimal_caruncle
Paraumbilical hernia;http://en.wikipedia.org/wiki/Paraumbilical_hernia
Activated PI3K delta syndrome;http://en.wikipedia.org/wiki/Activated_PI3K_Delta_Syndrome
Halal syndrome;http://en.wikipedia.org/wiki/Halal_syndrome
Hyaluronidase deficiency;http://en.wikipedia.org/wiki/Hyaluronidase_deficiency
Colles' fracture;http://en.wikipedia.org/wiki/Colles'_fracture
Congenital epulis;http://en.wikipedia.org/wiki/Congenital_epulis
Malgaigne's fracture;http://en.wikipedia.org/wiki/Malgaigne's_fracture
Larsen syndrome;http://en.wikipedia.org/wiki/Larsen_syndrome
Congenital lip pit;http://en.wikipedia.org/wiki/Congenital_lip_pit
Chondrodysplasia Blomstrand;http://en.wikipedia.org/wiki/Chondrodysplasia_Blomstrand
Solar purpura;http://en.wikipedia.org/wiki/Solar_purpura
Hoffa fracture;http://en.wikipedia.org/wiki/Hoffa_fracture
Palisaded encapsulated neuroma;http://en.wikipedia.org/wiki/Palisaded_encapsulated_neuroma
Savant syndrome;http://en.wikipedia.org/wiki/Savant_syndrome
Kyasanur Forest disease;http://en.wikipedia.org/wiki/Kyasanur_forest_disease,http://en.wikipedia.org/wiki/Kyasanur_Forest_disease
Familial cirrhosis;http://en.wikipedia.org/wiki/Familial_cirrhosis
Hurler–Scheie syndrome;http://en.wikipedia.org/wiki/Hurler–Scheie_syndrome
Congenital self-healing reticulohistiocytosis;http://en.wikipedia.org/wiki/Congenital_self-healing_reticulohistiocytosis
Michels syndrome;http://en.wikipedia.org/wiki/Michels_syndrome
Chronic gastritis;http://en.wikipedia.org/wiki/Chronic_gastritis
Persistent hyperplastic primary vitreous;http://en.wikipedia.org/wiki/Persistent_fetal_vasculature,http://en.wikipedia.org/wiki/Persistent_hyperplastic_primary_vitreous
Basaloid follicular hamartoma;http://en.wikipedia.org/wiki/Basaloid_follicular_hamartoma
Benzylpenicillin;http://en.wikipedia.org/wiki/Benzylpenicillin
Inflammatory myofibroblastic tumour;http://en.wikipedia.org/wiki/Inflammatory_myofibroblastic_tumour
Pleomorphic xanthoastrocytoma;http://en.wikipedia.org/wiki/Pleomorphic_xanthoastrocytoma
Adam's apple;http://en.wikipedia.org/wiki/Adam's_apple
Binge eating;http://en.wikipedia.org/wiki/Binge_eating
Progressive myoclonus epilepsy;http://en.wikipedia.org/wiki/Progressive_myoclonus_epilepsy
Mal de debarquement;http://en.wikipedia.org/wiki/Mal_de_debarquement
Regional odontodysplasia;http://en.wikipedia.org/wiki/Regional_odontodysplasia
Abrasion (dental);http://en.wikipedia.org/wiki/Abrasion_(dental)
Atelosteogenesis, type II;http://en.wikipedia.org/wiki/Atelosteogenesis,_type_II
Bosworth fracture;http://en.wikipedia.org/wiki/Bosworth_fracture
Lysosomal acid lipase deficiency;http://en.wikipedia.org/wiki/Wolman_disease,http://en.wikipedia.org/wiki/Cholesteryl_ester_storage_disease,http://en.wikipedia.org/wiki/Lysosomal_acid_lipase_deficiency
Anorexia (symptom);http://en.wikipedia.org/wiki/Anorexia_(symptom)
Brazilian hemorrhagic fever;http://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever
Craniotabes;http://en.wikipedia.org/wiki/Craniotabes
Frank–ter Haar syndrome;http://en.wikipedia.org/wiki/Frank–ter_Haar_syndrome
Dissecting cellulitis of the scalp;http://en.wikipedia.org/wiki/Dissecting_cellulitis_of_the_scalp
Angiodysplasia;http://en.wikipedia.org/wiki/Angiodysplasia
Platyspondylic lethal skeletal dysplasia, Torrance type;http://en.wikipedia.org/wiki/Platyspondylic_lethal_skeletal_dysplasia,_Torrance_type
Gingival cyst;http://en.wikipedia.org/wiki/Gingival_cyst_of_the_newborn,http://en.wikipedia.org/wiki/Gingival_cyst_of_the_adult
Fusariosis;http://en.wikipedia.org/wiki/Fusariosis
Multicentric reticulohistiocytosis;http://en.wikipedia.org/wiki/Multicentric_reticulohistiocytosis
Williams–Campbell syndrome;http://en.wikipedia.org/wiki/Williams–Campbell_syndrome
Sialadenitis;http://en.wikipedia.org/wiki/Sialadenitis
Megaesophagus;http://en.wikipedia.org/wiki/Megaesophagus
Periodic fever, aphthous stomatitis, pharyngitis and adenitis;http://en.wikipedia.org/wiki/Periodic_fever,_aphthous_stomatitis,_pharyngitis_and_adenitis
Nonbacterial thrombotic endocarditis;http://en.wikipedia.org/wiki/Nonbacterial_thrombotic_endocarditis
Vernal keratoconjunctivitis;http://en.wikipedia.org/wiki/Vernal_keratoconjunctivitis
Pneumaturia;http://en.wikipedia.org/wiki/Pneumaturia
Beta-mannosidosis;http://en.wikipedia.org/wiki/Beta-mannosidosis
Tympanites;http://en.wikipedia.org/wiki/Tympanites
Nevus spilus;http://en.wikipedia.org/wiki/Nevus_spilus
Tracheal agenesis;http://en.wikipedia.org/wiki/Tracheal_agenesis
Localized lipodystrophy;http://en.wikipedia.org/wiki/Localized_lipodystrophy
Trovafloxacin;http://en.wikipedia.org/wiki/Trovafloxacin
Chronic eosinophilic leukemia;http://en.wikipedia.org/wiki/Chronic_eosinophilic_leukemia
CD30+ cutaneous T-cell lymphoma;http://en.wikipedia.org/wiki/CD30+_cutaneous_T-cell_lymphoma
Inherited patterned lentiginosis;http://en.wikipedia.org/wiki/Inherited_patterned_lentiginosis_in_black_people
ATR-16 syndrome;http://en.wikipedia.org/wiki/ATR-16_syndrome
Branch retinal vein occlusion;http://en.wikipedia.org/wiki/Branch_retinal_vein_occlusion
Choriocarcinoma;http://en.wikipedia.org/wiki/Chorioblastoma,http://en.wikipedia.org/wiki/Choriocarcinoma
Rosacea;http://en.wikipedia.org/wiki/Glandular_rosacea,http://en.wikipedia.org/wiki/Erythrotelangiectatic_rosacea,http://en.wikipedia.org/wiki/Rosacea
Oncogenic osteomalacia;http://en.wikipedia.org/wiki/Phosphaturic_mesenchymal_tumor,http://en.wikipedia.org/wiki/Oncogenic_osteomalacia
Börjeson-Forssman-Lehmann syndrome;http://en.wikipedia.org/wiki/Börjeson-Forssman-Lehmann_syndrome
Levocardia;http://en.wikipedia.org/wiki/Levocardia
Karak syndrome;http://en.wikipedia.org/wiki/Karak_syndrome
Reynolds syndrome;http://en.wikipedia.org/wiki/Reynolds_syndrome
Infantile esotropia;http://en.wikipedia.org/wiki/Infantile_esotropia
Marcus Gunn pupil;http://en.wikipedia.org/wiki/Marcus_Gunn_pupil
Histiocytoma;http://en.wikipedia.org/wiki/Histiocytoma
Meesmann corneal dystrophy;http://en.wikipedia.org/wiki/Meesmann_corneal_dystrophy
Carpometacarpal joint;http://en.wikipedia.org/wiki/Carpometacarpal_osteoarthritis
Pancreatoblastoma;http://en.wikipedia.org/wiki/Pancreatoblastoma
Systemic scleroderma;http://en.wikipedia.org/wiki/Progressive_systemic_sclerosis,http://en.wikipedia.org/wiki/Systemic_scleroderma
Oral mucocele;http://en.wikipedia.org/wiki/Mucous_retention_cyst,http://en.wikipedia.org/wiki/Oral_mucocele
Narcissistic personality disorder;http://en.wikipedia.org/wiki/Megalomania,http://en.wikipedia.org/wiki/Narcissistic_personality_disorder
Gingival cyst;http://en.wikipedia.org/wiki/Gingival_cyst_of_the_newborn,http://en.wikipedia.org/wiki/Gingival_cyst_of_the_adult
Congenital mirror movement disorder;http://en.wikipedia.org/wiki/Mirror_movement_disorder
Shortness of breath;http://en.wikipedia.org/wiki/Respiratory_distress
Doucas and Kapetanakis pigmented purpura;http://en.wikipedia.org/wiki/Doucas_and_Kapetanakis_pigmented_purpura
Jaundice;http://en.wikipedia.org/wiki/Jaundice
Ependymoma;http://en.wikipedia.org/wiki/Ependymal_tumor,http://en.wikipedia.org/wiki/Ependymoma
Corn (medicine);http://en.wikipedia.org/wiki/Corn_(medicine)
Dentigerous cyst;http://en.wikipedia.org/wiki/Dentigerous_cyst
6-Pyruvoyltetrahydropterin synthase deficiency;http://en.wikipedia.org/wiki/6-Pyruvoyltetrahydropterin_synthase_deficiency
Penetrating atherosclerotic ulcer;http://en.wikipedia.org/wiki/Penetrating_atherosclerotic_ulcer
Stupor;http://en.wikipedia.org/wiki/Stupor
Lysosomal acid lipase deficiency;http://en.wikipedia.org/wiki/Wolman_disease,http://en.wikipedia.org/wiki/Cholesteryl_ester_storage_disease,http://en.wikipedia.org/wiki/Lysosomal_acid_lipase_deficiency
Hydrocele;http://en.wikipedia.org/wiki/Hydrocele
Clubbed thumb;http://en.wikipedia.org/wiki/Clubbed_thumb
Complex and mixed tumor;http://en.wikipedia.org/wiki/Complex_and_mixed_tumor
Partial anterior circulation infarct;http://en.wikipedia.org/wiki/Partial_anterior_circulation_infarct
Spondylo-meta-epiphyseal dysplasia;http://en.wikipedia.org/wiki/Spondylo-meta-epiphyseal_dysplasia
Lichen aureus;http://en.wikipedia.org/wiki/Lichen_aureus
1p36 deletion syndrome;http://en.wikipedia.org/wiki/1p36_deletion_syndrome
Cowpox;http://en.wikipedia.org/wiki/Cowpox
Fibroepithelial neoplasms;http://en.wikipedia.org/wiki/Fibroepithelial_neoplasms
Micropolygyria;http://en.wikipedia.org/wiki/Micropolygyria
Flail chest;http://en.wikipedia.org/wiki/Flail_chest
Secondary hyperparathyroidism;http://en.wikipedia.org/wiki/Secondary_hyperparathyroidism
International Classification of Sleep Disorders;http://en.wikipedia.org/wiki/International_Classification_of_Sleep_Disorders
Stargardt disease;http://en.wikipedia.org/wiki/Stargardt_disease
Paget–Schroetter disease;http://en.wikipedia.org/wiki/Paget–Schroetter_disease
Basopenia;http://en.wikipedia.org/wiki/Basopenia
Haemophilia C;http://en.wikipedia.org/wiki/Haemophilia_C
Dubin–Johnson syndrome;http://en.wikipedia.org/wiki/Dubin–Johnson_syndrome
Scrub typhus;http://en.wikipedia.org/wiki/Scrub_typhus
Galactocele;http://en.wikipedia.org/wiki/Galactocele
Xerophthalmia;http://en.wikipedia.org/wiki/Xerophthalmia
Traffic collision;http://en.wikipedia.org/wiki/Traffic_collision
Burning feet syndrome;http://en.wikipedia.org/wiki/Burning_feet_syndrome
Interstitial lung disease;http://en.wikipedia.org/wiki/Interstitial_lung_disease
Nail disease;http://en.wikipedia.org/wiki/Nail_disease
Vitamin B12 deficiency;http://en.wikipedia.org/wiki/Vitamin_B12_deficiency
Breast atrophy;http://en.wikipedia.org/wiki/Breast_atrophy
Third heart sound;http://en.wikipedia.org/wiki/Third_heart_sound
Crush injury;http://en.wikipedia.org/wiki/Crush_injury
Tricuspid valve stenosis;http://en.wikipedia.org/wiki/Tricuspid_valve_stenosis
Rheumatoid vasculitis;http://en.wikipedia.org/wiki/Rheumatoid_vasculitis
Lipoprotein lipase deficiency;http://en.wikipedia.org/wiki/Lipoprotein_lipase_deficiency
Mycosis;http://en.wikipedia.org/wiki/Mycosis
Usual interstitial pneumonia;http://en.wikipedia.org/wiki/Usual_interstitial_pneumonia
Sudden infant death syndrome;http://en.wikipedia.org/wiki/Sudden_infant_death_syndrome
Angiomyolipoma;http://en.wikipedia.org/wiki/Angiomyolipoma
Herpetic gingivostomatitis;http://en.wikipedia.org/wiki/Herpetic_gingivostomatitis
Prion;http://en.wikipedia.org/wiki/Prion
Hollenhorst plaque;http://en.wikipedia.org/wiki/Hollenhorst_plaque
Duane syndrome;http://en.wikipedia.org/wiki/Duane_syndrome
Trisomy 8;http://en.wikipedia.org/wiki/Trisomy_8
Autosomal dominant hypophosphatemic rickets;http://en.wikipedia.org/wiki/Autosomal_dominant_hypophosphatemic_rickets
Kyasanur Forest disease;http://en.wikipedia.org/wiki/Kyasanur_forest_disease,http://en.wikipedia.org/wiki/Kyasanur_Forest_disease
Enterolith;http://en.wikipedia.org/wiki/Enterolith
Dermatitis herpetiformis;http://en.wikipedia.org/wiki/Dermatitis_herpetiformis
Solitary fibrous tumor;http://en.wikipedia.org/wiki/Solitary_fibrous_tumor
Microstomia;http://en.wikipedia.org/wiki/Microstomia
Polysplenia;http://en.wikipedia.org/wiki/Polysplenia
Aortic insufficiency;http://en.wikipedia.org/wiki/Aortic_insufficiency
Vitiligo;http://en.wikipedia.org/wiki/Vitiligo,http://en.wikipedia.org/wiki/Leukoderma
Oligodendroglioma;http://en.wikipedia.org/wiki/Oligodendroglioma
Pheochromocytoma;http://en.wikipedia.org/wiki/Pheochromocytoma
Alpha 1-antitrypsin deficiency;http://en.wikipedia.org/wiki/Alpha_1-antitrypsin_deficiency
Tyrosinemia type II;http://en.wikipedia.org/wiki/Tyrosinemia_type_II
HFE hereditary haemochromatosis;http://en.wikipedia.org/wiki/HFE_hereditary_haemochromatosis
Genetic disorder;http://en.wikipedia.org/wiki/Genetic_disorder
Laryngeal cyst;http://en.wikipedia.org/wiki/Laryngeal_cyst
Social anxiety disorder;http://en.wikipedia.org/wiki/Social_anxiety_disorder
Jellyfish dermatitis;http://en.wikipedia.org/wiki/Jellyfish_dermatitis
Thyrotoxic myopathy;http://en.wikipedia.org/wiki/Thyrotoxic_myopathy
Alternating hemiplegia;http://en.wikipedia.org/wiki/Alternating_hemiplegia
Trigonitis;http://en.wikipedia.org/wiki/Trigonitis
Inflammatory myopathy;http://en.wikipedia.org/wiki/Inflammatory_myopathy
Drug-induced lupus erythematosus;http://en.wikipedia.org/wiki/Drug-induced_lupus_erythematosus
Urethral cancer;http://en.wikipedia.org/wiki/Urethral_cancer
Erythema toxicum neonatorum;http://en.wikipedia.org/wiki/Erythema_toxicum_neonatorum
Testicle;http://en.wikipedia.org/wiki/Testicular_disease
Postpartum thyroiditis;http://en.wikipedia.org/wiki/Postpartum_thyroiditis
Macroglossia;http://en.wikipedia.org/wiki/Macroglossia
Pyomyositis;http://en.wikipedia.org/wiki/Pyomyositis
Overflow incontinence;http://en.wikipedia.org/wiki/Overflow_incontinence
Pseudomonas infection;http://en.wikipedia.org/wiki/Pseudomonas_infection
Pulmonary alveolar proteinosis;http://en.wikipedia.org/wiki/Pulmonary_alveolar_proteinosis
Gastroschisis;http://en.wikipedia.org/wiki/Gastroschisis
Rhabdomyosarcoma;http://en.wikipedia.org/wiki/Rhabdomyosarcoma
Erysipeloid;http://en.wikipedia.org/wiki/Erysipeloid
Posterior urethral valve;http://en.wikipedia.org/wiki/Posterior_urethral_valve
Osteoarthritis;http://en.wikipedia.org/wiki/Osteoarthritis
Ethylmalonic encephalopathy;http://en.wikipedia.org/wiki/Ethylmalonic_encephalopathy
Enthesopathy;http://en.wikipedia.org/wiki/Enthesopathy
Breast cancer;http://en.wikipedia.org/wiki/Breast_cancer
Chylothorax;http://en.wikipedia.org/wiki/Chylothorax
Fibrosis;http://en.wikipedia.org/wiki/Fibrosis
Autosomal dominant polycystic kidney disease;http://en.wikipedia.org/wiki/Autosomal_dominant_polycystic_kidney_disease
Paraganglioma;http://en.wikipedia.org/wiki/Paraganglioma
Coxa valga;http://en.wikipedia.org/wiki/Coxa_valga
Aerosol burn;http://en.wikipedia.org/wiki/Aerosol_burn
Soft tissue disorder;http://en.wikipedia.org/wiki/Soft_tissue_disorder
Generalized granuloma annulare;http://en.wikipedia.org/wiki/Generalized_granuloma_annulare
X-linked ichthyosis;http://en.wikipedia.org/wiki/X-linked_ichthyosis
Photokeratitis;http://en.wikipedia.org/wiki/Photokeratitis
Extramammary Paget's disease;http://en.wikipedia.org/wiki/Extramammary_Paget's_disease
Hematemesis;http://en.wikipedia.org/wiki/Hematemesis
Retinopathy of prematurity;http://en.wikipedia.org/wiki/Retinopathy_of_prematurity
Muckle–Wells syndrome;http://en.wikipedia.org/wiki/Muckle–Wells_syndrome
Ranula;http://en.wikipedia.org/wiki/Ranula
Arteriovenous malformation;http://en.wikipedia.org/wiki/Arteriovenous_malformation
Abdominal wall defect;http://en.wikipedia.org/wiki/Abdominal_wall_defect
Pneumopericardium;http://en.wikipedia.org/wiki/Pneumopericardium
Transaldolase deficiency;http://en.wikipedia.org/wiki/Transaldolase_deficiency
9q34 deletion syndrome;http://en.wikipedia.org/wiki/9q34_deletion_syndrome
Aortoiliac occlusive disease;http://en.wikipedia.org/wiki/Aortoiliac_occlusive_disease
Postencephalitic parkinsonism;http://en.wikipedia.org/wiki/Postencephalitic_parkinsonism
Benzodiazepine dependence;http://en.wikipedia.org/wiki/Benzodiazepine_dependence
Nocardiosis;http://en.wikipedia.org/wiki/Nocardiosis
Photosensitive drug reaction;http://en.wikipedia.org/wiki/Photosensitive_drug_reaction
Meningism;http://en.wikipedia.org/wiki/Meningism
Cerebral infarction;http://en.wikipedia.org/wiki/Cerebral_infarction
Myiasis;http://en.wikipedia.org/wiki/Myiasis
Fibroma;http://en.wikipedia.org/wiki/Fibroma
Thrombotic microangiopathy;http://en.wikipedia.org/wiki/Thrombotic_microangiopathy
Duane-radial ray syndrome;http://en.wikipedia.org/wiki/Duane-radial_ray_syndrome
Granuloma faciale;http://en.wikipedia.org/wiki/Granuloma_faciale
Traction alopecia;http://en.wikipedia.org/wiki/Traction_alopecia
Hypercalciuria;http://en.wikipedia.org/wiki/Hypercalciuria
Macrotia;http://en.wikipedia.org/wiki/Macrotia
Blunt cardiac injury;http://en.wikipedia.org/wiki/Myocardial_contusion
Leydig cell tumour;http://en.wikipedia.org/wiki/Leydig_cell_tumour
Myocarditis;http://en.wikipedia.org/wiki/Myocarditis
Self-disorder;http://en.wikipedia.org/wiki/Self-disorder
Rosenthal–Kloepfer syndrome;http://en.wikipedia.org/wiki/Rosenthal–Kloepfer_syndrome
Bowel obstruction;http://en.wikipedia.org/wiki/Bowel_obstruction
Fetal disease;http://en.wikipedia.org/wiki/Fetal_disease
Facioscapulohumeral muscular dystrophy;http://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Pitt–Hopkins syndrome;http://en.wikipedia.org/wiki/Pitt–Hopkins_syndrome
Fitz-Hugh–Curtis syndrome;http://en.wikipedia.org/wiki/Fitz-Hugh–Curtis_syndrome
Foreign body in alimentary tract;http://en.wikipedia.org/wiki/Foreign_body_in_alimentary_tract
Kyphoscoliosis;http://en.wikipedia.org/wiki/Kyphoscoliosis
