DiseaseName;Url
Prostitution in Eritrea;http://en.wikipedia.org/wiki/Prostitution_in_Eritrea
Clave (rhythm);http://en.wikipedia.org/wiki/Clave_(rhythm)
Hunter Valley cannabis infestation;http://en.wikipedia.org/wiki/Hunter_Valley_cannabis_infestation
Sialadenitis;http://en.wikipedia.org/wiki/Sialadenitis
Hyperchromicity;http://en.wikipedia.org/wiki/Hyperchromicity
Idiopathic craniofacial erythema;http://en.wikipedia.org/wiki/Idiopathic_craniofacial_erythema
Halo (optical phenomenon);http://en.wikipedia.org/wiki/Halo_(optical_phenomenon)
Influenza A virus subtype H5N6;http://en.wikipedia.org/wiki/Influenza_A_virus_subtype_H5N6
Troponymy;http://en.wikipedia.org/wiki/Troponymy
Prototype pattern;http://en.wikipedia.org/wiki/Prototype_pattern
Renbök phenomenon;http://en.wikipedia.org/wiki/Renbök_phenomenon
Localized lipodystrophy;http://en.wikipedia.org/wiki/Localized_lipodystrophy
Crop circle;http://en.wikipedia.org/wiki/Crop_circle
Emphysematous cystitis;http://en.wikipedia.org/wiki/Emphysematous_cystitis
Cornforth rearrangement;http://en.wikipedia.org/wiki/Cornforth_rearrangement
Inherited patterned lentiginosis in black people;http://en.wikipedia.org/wiki/Inherited_patterned_lentiginosis_in_black_people
Photon induced electric field poling;http://en.wikipedia.org/wiki/Photon_induced_electric_field_poling
Visual anthropology;http://en.wikipedia.org/wiki/Visual_anthropology
Panama disease;http://en.wikipedia.org/wiki/Panama_disease
Niementowski quinazoline synthesis;http://en.wikipedia.org/wiki/Niementowski_quinazoline_synthesis
Closed head injury;http://en.wikipedia.org/wiki/Closed_head_injury
Levocardia;http://en.wikipedia.org/wiki/Levocardia
Squash mosaic virus;http://en.wikipedia.org/wiki/Squash_mosaic_virus
Auto-segregation;http://en.wikipedia.org/wiki/Auto-segregation
Pancreatoblastoma;http://en.wikipedia.org/wiki/Pancreatoblastoma
Progressive systemic sclerosis;http://en.wikipedia.org/wiki/Progressive_systemic_sclerosis
2005 Royal Air Force Hercules shootdown;http://en.wikipedia.org/wiki/2005_Royal_Air_Force_Hercules_shootdown
Glandular odontogenic cyst;http://en.wikipedia.org/wiki/Glandular_odontogenic_cyst
Influenza A virus subtype H1N2;http://en.wikipedia.org/wiki/Influenza_A_virus_subtype_H1N2
Fetus in fetu;http://en.wikipedia.org/wiki/Fetus_in_fetu
Divisor function;http://en.wikipedia.org/wiki/Divisor_function
Gram-negative rosacea;http://en.wikipedia.org/wiki/Gram-negative_rosacea
Lazy loading;http://en.wikipedia.org/wiki/Lazy_loading
Kang cancer;http://en.wikipedia.org/wiki/Kang_cancer
Ependymal tumor;http://en.wikipedia.org/wiki/Ependymal_tumor
2011 eruption of Grímsvötn;http://en.wikipedia.org/wiki/2011_eruption_of_Grímsvötn
6-Pyruvoyltetrahydropterin synthase deficiency;http://en.wikipedia.org/wiki/6-Pyruvoyltetrahydropterin_synthase_deficiency
Boden's Mate;http://en.wikipedia.org/wiki/Boden's_Mate
Sonogashira coupling;http://en.wikipedia.org/wiki/Sonogashira_coupling
Market concentration;http://en.wikipedia.org/wiki/Market_concentration
Michaelis–Arbuzov reaction;http://en.wikipedia.org/wiki/Michaelis–Arbuzov_reaction
Dickman function;http://en.wikipedia.org/wiki/Dickman_function
Osteoradionecrosis;http://en.wikipedia.org/wiki/Osteoradionecrosis
Neuronal galvanotropism;http://en.wikipedia.org/wiki/Neuronal_galvanotropism
United States Navy dog handler hazing scandal;http://en.wikipedia.org/wiki/United_States_Navy_dog_handler_hazing_scandal
Spondylo-meta-epiphyseal dysplasia;http://en.wikipedia.org/wiki/Spondylo-meta-epiphyseal_dysplasia
South Atlantic High;http://en.wikipedia.org/wiki/South_Atlantic_High
Shipping (fandom);http://en.wikipedia.org/wiki/Shipping_(fandom)
Study heterogeneity;http://en.wikipedia.org/wiki/Study_heterogeneity
Light-time correction;http://en.wikipedia.org/wiki/Light-time_correction
Economic security;http://en.wikipedia.org/wiki/Economic_security
P-adic gamma function;http://en.wikipedia.org/wiki/P-adic_gamma_function
Willingness to accept;http://en.wikipedia.org/wiki/Willingness_to_accept
Endosalpingiosis;http://en.wikipedia.org/wiki/Endosalpingiosis
Stupidity;http://en.wikipedia.org/wiki/Stupidity
2008 Western Australian gas crisis;http://en.wikipedia.org/wiki/2008_Western_Australian_gas_crisis
_T;http://en.wikipedia.org/wiki/_T
Fowler–Noll–Vo hash function;http://en.wikipedia.org/wiki/Fowler–Noll–Vo_hash_function
Carboxylation;http://en.wikipedia.org/wiki/Carboxylation
Custom (law);http://en.wikipedia.org/wiki/Custom_(law)
Intermodal mapping;http://en.wikipedia.org/wiki/Intermodal_mapping
Crawl space vent;http://en.wikipedia.org/wiki/Crawl_space_vent
Canine follicular dysplasia;http://en.wikipedia.org/wiki/Canine_follicular_dysplasia
Upper airway resistance syndrome;http://en.wikipedia.org/wiki/Upper_airway_resistance_syndrome
Iododerma;http://en.wikipedia.org/wiki/Iododerma
Krzyzewskiville;http://en.wikipedia.org/wiki/Krzyzewskiville
Diabetic myonecrosis;http://en.wikipedia.org/wiki/Diabetic_myonecrosis
Pacemaker potential;http://en.wikipedia.org/wiki/Pacemaker_potential
Viral hemorrhagic septicemia;http://en.wikipedia.org/wiki/Viral_hemorrhagic_septicemia
Subjective constancy;http://en.wikipedia.org/wiki/Subjective_constancy
Horizon problem;http://en.wikipedia.org/wiki/Horizon_problem
Parathyroiditis;http://en.wikipedia.org/wiki/Parathyroiditis
Molecular autoionization;http://en.wikipedia.org/wiki/Molecular_autoionization
Guarded suspension;http://en.wikipedia.org/wiki/Guarded_suspension
Fritsch–Buttenberg–Wiechell rearrangement;http://en.wikipedia.org/wiki/Fritsch–Buttenberg–Wiechell_rearrangement
Ortner's syndrome;http://en.wikipedia.org/wiki/Ortner's_syndrome
Belt problem;http://en.wikipedia.org/wiki/Belt_problem
Symmetry breaking of escaping ants;http://en.wikipedia.org/wiki/Symmetry_breaking_of_escaping_ants
Automatic target recognition;http://en.wikipedia.org/wiki/Automatic_target_recognition
Centrifugal abdominal lipodystrophy;http://en.wikipedia.org/wiki/Centrifugal_abdominal_lipodystrophy
Déjà vu;http://en.wikipedia.org/wiki/Déjà_vu
Arrow information paradox;http://en.wikipedia.org/wiki/Arrow_information_paradox
Fusarium wilt;http://en.wikipedia.org/wiki/Fusarium_wilt
Extratropical cyclone;http://en.wikipedia.org/wiki/Extratropical_cyclone
Dysaesthesia aethiopica;http://en.wikipedia.org/wiki/Dysaesthesia_aethiopica
Permissiveness (biology);http://en.wikipedia.org/wiki/Permissiveness_(biology)
Atan2;http://en.wikipedia.org/wiki/Atan2
Traditionalist School (architecture);http://en.wikipedia.org/wiki/Traditionalist_School_(architecture)
Contagious caprine pleuropneumonia;http://en.wikipedia.org/wiki/Contagious_caprine_pleuropneumonia
Electrophilic substitution;http://en.wikipedia.org/wiki/Electrophilic_substitution
Numerical resistivity;http://en.wikipedia.org/wiki/Numerical_resistivity
Vegetative-vascular dystonia;http://en.wikipedia.org/wiki/Vegetative-vascular_dystonia
Traumatic calcinosis cutis;http://en.wikipedia.org/wiki/Traumatic_calcinosis_cutis
Focal dystonia;http://en.wikipedia.org/wiki/Focal_dystonia
Bilinear map;http://en.wikipedia.org/wiki/Bilinear_map
Hemoglobinemia;http://en.wikipedia.org/wiki/Hemoglobinemia
Sigma-2 receptor;http://en.wikipedia.org/wiki/Sigma-2_receptor
Radial dysplasia;http://en.wikipedia.org/wiki/Radial_dysplasia
Sommelet–Hauser rearrangement;http://en.wikipedia.org/wiki/Sommelet–Hauser_rearrangement
Comps (casino);http://en.wikipedia.org/wiki/Comps_(casino)
Outbreak;http://en.wikipedia.org/wiki/Outbreak
Whirlwind;http://en.wikipedia.org/wiki/Whirlwind
Occult pneumonia;http://en.wikipedia.org/wiki/Occult_pneumonia
Prediction in language comprehension;http://en.wikipedia.org/wiki/Prediction_in_language_comprehension
Equine infectious anemia;http://en.wikipedia.org/wiki/Equine_infectious_anemia
Ring chromosome 20 syndrome;http://en.wikipedia.org/wiki/Ring_chromosome_20_syndrome
Forest Vegetation Simulator;http://en.wikipedia.org/wiki/Forest_Vegetation_Simulator
Laytime;http://en.wikipedia.org/wiki/Laytime
Regelation;http://en.wikipedia.org/wiki/Regelation
Unpowered flight;http://en.wikipedia.org/wiki/Unpowered_flight
Stroboscopic effect;http://en.wikipedia.org/wiki/Stroboscopic_effect
Collie eye anomaly;http://en.wikipedia.org/wiki/Collie_eye_anomaly
Character amnesia;http://en.wikipedia.org/wiki/Character_amnesia
Isthmicoma;http://en.wikipedia.org/wiki/Isthmicoma
Crazing;http://en.wikipedia.org/wiki/Crazing
Self-efficacy;http://en.wikipedia.org/wiki/Self-efficacy
Emerging infectious disease;http://en.wikipedia.org/wiki/Emerging_infectious_disease
ERDL pattern;http://en.wikipedia.org/wiki/ERDL_pattern
Aberration of light;http://en.wikipedia.org/wiki/Aberration_of_light
Error floor;http://en.wikipedia.org/wiki/Error_floor
Bowie knife;http://en.wikipedia.org/wiki/Bowie_knife
Quellung reaction;http://en.wikipedia.org/wiki/Quellung_reaction
Mahagauri;http://en.wikipedia.org/wiki/Mahagauri
Urinary tract obstruction;http://en.wikipedia.org/wiki/Urinary_tract_obstruction
International reactions to the Euromaidan;http://en.wikipedia.org/wiki/International_reactions_to_the_Euromaidan
Quadrichrome vitiligo;http://en.wikipedia.org/wiki/Quadrichrome_vitiligo
Deference;http://en.wikipedia.org/wiki/Deference
Kirkman's schoolgirl problem;http://en.wikipedia.org/wiki/Kirkman's_schoolgirl_problem
Radical substitution;http://en.wikipedia.org/wiki/Radical_substitution
Hemorrhagic gastroenteritis;http://en.wikipedia.org/wiki/Hemorrhagic_gastroenteritis
Food craving;http://en.wikipedia.org/wiki/Food_craving
Squish (piston engine);http://en.wikipedia.org/wiki/Squish_(piston_engine)
Ugi reaction;http://en.wikipedia.org/wiki/Ugi_reaction
Man-hour;http://en.wikipedia.org/wiki/Man-hour
Preparation time;http://en.wikipedia.org/wiki/Preparation_time
